esmini GIT REV: N/A
esmini GIT TAG: N/A
esmini GIT BRANCH: N/A
esmini BUILD VERSION: 3976
Scenario File Name: temporaryScenario/xosc/temporary0.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entity_Name [-] , #1 Entity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entity_Name [-] , #2 Entity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
69, 0.690000, Ego, 0, 3.000000, 0.000000, 5.914286, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.070000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.070000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.438687, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 65.350000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 65.350000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
70, 0.700000, Ego, 0, 3.000000, 0.000000, 6.000000, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.100000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.100000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.867259, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 65.500000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 65.500000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
71, 0.710000, Ego, 0, 3.000000, 0.000000, 6.085714, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.130000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.130000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.295830, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 65.650000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 65.650000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
72, 0.720000, Ego, 0, 3.000000, 0.000000, 6.171429, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.160000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.160000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.724402, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 65.800000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 65.800000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
73, 0.730000, Ego, 0, 3.000000, 0.000000, 6.257143, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.190000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.190000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 6.152973, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 65.950000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 65.950000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
74, 0.740000, Ego, 0, 3.000000, 0.000000, 0.059672, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.220000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.220000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.298359, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 66.100000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 66.100000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
75, 0.750000, Ego, 0, 3.000000, 0.000000, 0.145386, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.250000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.250000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.726931, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 66.250000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 66.250000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
76, 0.760000, Ego, 0, 3.000000, 0.000000, 0.231100, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.280000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.280000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.155502, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 66.400000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 66.400000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
77, 0.770000, Ego, 0, 3.000000, 0.000000, 0.316815, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.310000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.310000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.584073, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 66.550000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 66.550000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
78, 0.780000, Ego, 0, 3.000000, 0.000000, 0.402529, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.340000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.340000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.012645, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 66.700000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 66.700000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
79, 0.790000, Ego, 0, 3.000000, 0.000000, 0.488243, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.370000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.370000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.441216, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 66.850000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 66.850000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
80, 0.800000, Ego, 0, 3.000000, 0.000000, 0.573958, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.400000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.400000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.869788, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 67.000000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 67.000000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
81, 0.810000, Ego, 0, 3.000000, 0.000000, 0.659672, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.430000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.430000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.298359, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 67.150000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 67.150000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
82, 0.820000, Ego, 0, 3.000000, 0.000000, 0.745386, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.460000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.460000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.726931, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 67.300000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 67.300000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
83, 0.830000, Ego, 0, 3.000000, 0.000000, 0.831100, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.490000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.490000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.155502, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 67.450000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 67.450000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
84, 0.840000, Ego, 0, 3.000000, 0.000000, 0.916815, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.520000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.520000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.584073, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 67.600000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 67.600000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
85, 0.850000, Ego, 0, 3.000000, 0.000000, 1.002529, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.550000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.550000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.012645, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 67.750000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 67.750000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
86, 0.860000, Ego, 0, 3.000000, 0.000000, 1.088243, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.580000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.580000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.441216, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 67.900000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 67.900000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
87, 0.870000, Ego, 0, 3.000000, 0.000000, 1.173958, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.610000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.610000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.869788, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 68.050000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 68.050000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
88, 0.880000, Ego, 0, 3.000000, 0.000000, 1.259672, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.640000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.640000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.015174, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 68.200000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 68.200000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
89, 0.890000, Ego, 0, 3.000000, 0.000000, 1.345386, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.670000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.670000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.443745, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 68.350000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 68.350000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
90, 0.900000, Ego, 0, 3.000000, 0.000000, 1.431100, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.700000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.700000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.872317, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 68.500000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 68.500000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
91, 0.910000, Ego, 0, 3.000000, 0.000000, 1.516815, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.730000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.730000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.300888, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 68.650000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 68.650000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
92, 0.920000, Ego, 0, 3.000000, 0.000000, 1.602529, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.760000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.760000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.729460, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 68.800000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 68.800000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
93, 0.930000, Ego, 0, 3.000000, 0.000000, 1.688243, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.790000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.790000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.158031, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 68.950000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 68.950000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
94, 0.940000, Ego, 0, 3.000000, 0.000000, 1.773958, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.820000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.820000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.586602, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 69.100000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 69.100000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
95, 0.950000, Ego, 0, 3.000000, 0.000000, 1.859672, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.850000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.850000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.015174, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 69.250000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 69.250000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
96, 0.960000, Ego, 0, 3.000000, 0.000000, 1.945386, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.880000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.880000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.443745, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 69.400000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 69.400000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
97, 0.970000, Ego, 0, 3.000000, 0.000000, 2.031100, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.910000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.910000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.872317, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 69.550000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 69.550000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
98, 0.980000, Ego, 0, 3.000000, 0.000000, 2.116815, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.940000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.940000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.300888, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 69.700000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 69.700000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
99, 0.990000, Ego, 0, 3.000000, 0.000000, 2.202529, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 27.970000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 27.970000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.729460, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 69.850000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 69.850000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
100, 1.000000, Ego, 0, 3.000000, 0.000000, 2.288243, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.000000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.000000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.158031, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 70.000000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 70.000000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
101, 1.010000, Ego, 0, 3.000000, 0.000000, 2.373958, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.030000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.030000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.586602, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 70.150000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 70.150000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
102, 1.020000, Ego, 0, 3.000000, 0.000000, 2.459672, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.060000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.060000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 6.015174, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 70.300000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 70.300000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
103, 1.030000, Ego, 0, 3.000000, 0.000000, 2.545386, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.090000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.090000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.160560, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 70.450000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 70.450000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
104, 1.040000, Ego, 0, 3.000000, 0.000000, 2.631100, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.120000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.120000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.589131, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 70.600000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 70.600000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
